date,time,open,high,low,close,volume
2013.12.16,00:00,1.37378,1.37988,1.37367,1.37589,30231
2013.12.17,00:00,1.37590,1.37824,1.37233,1.37714,30996
2013.12.18,00:00,1.37712,1.38116,1.36734,1.36748,42794
2013.12.19,00:00,1.36750,1.36940,1.36496,1.36576,36774
2013.12.20,00:00,1.36577,1.37095,1.36253,1.36813,33710
2013.12.23,00:00,1.36730,1.37168,1.36719,1.36951,22761
2013.12.24,00:00,1.36948,1.36993,1.36552,1.36754,14702
2013.12.25,00:00,1.36791,1.36848,1.36791,1.36805,136
2013.12.26,00:00,1.36804,1.37023,1.36634,1.36891,16589
2013.12.27,00:00,1.36889,1.38943,1.36886,1.37404,34872
2013.12.30,00:00,1.37606,1.38189,1.37286,1.37954,26628
2013.12.31,00:00,1.37950,1.38127,1.37599,1.37780,19616
2014.01.01,00:00,1.37624,1.37664,1.37405,1.37630,420
2014.01.02,00:00,1.37619,1.37755,1.36298,1.36666,42403
2014.01.03,00:00,1.36670,1.36721,1.35830,1.35833,30652
2014.01.06,00:00,1.35957,1.36531,1.35717,1.36331,32616
2014.01.07,00:00,1.36328,1.36563,1.35969,1.36143,32581
2014.01.08,00:00,1.36144,1.36350,1.35520,1.35747,37225
2014.01.09,00:00,1.35746,1.36332,1.35482,1.36024,38138
2014.01.10,00:00,1.36023,1.36872,1.35737,1.36648,33499
2014.01.13,00:00,1.36662,1.36849,1.36367,1.36676,30057
2014.01.14,00:00,1.36678,1.36986,1.36484,1.36725,30528
2014.01.15,00:00,1.36726,1.36756,1.35807,1.36029,30491
2014.01.16,00:00,1.36031,1.36486,1.35825,1.36159,32357
2014.01.17,00:00,1.36160,1.36205,1.35165,1.35264,28102
2014.01.20,00:00,1.35326,1.35673,1.35072,1.35556,22245
2014.01.21,00:00,1.35555,1.35684,1.35157,1.35580,30382
2014.01.22,00:00,1.35581,1.35825,1.35340,1.35441,28536
2014.01.23,00:00,1.35443,1.36972,1.35299,1.36922,40470
2014.01.24,00:00,1.36921,1.37386,1.36621,1.36754,37590
2014.01.27,00:00,1.36798,1.37159,1.36526,1.36725,31478
2014.01.28,00:00,1.36724,1.36878,1.36285,1.36517,28686
2014.01.29,00:00,1.36518,1.36841,1.36025,1.36608,39456
2014.01.30,00:00,1.36607,1.36636,1.35428,1.35561,37415
2014.01.31,00:00,1.35559,1.35683,1.34786,1.34856,40787
2014.02.03,00:00,1.34855,1.35348,1.34764,1.35253,35354
2014.02.04,00:00,1.35254,1.35381,1.34926,1.35139,31410
2014.02.05,00:00,1.35140,1.35548,1.34981,1.35350,32060
2014.02.06,00:00,1.35354,1.36183,1.34828,1.35899,33498
2014.02.07,00:00,1.35897,1.36419,1.35512,1.36382,29251
2014.02.10,00:00,1.36230,1.36508,1.36175,1.36430,20951
2014.02.11,00:00,1.36427,1.36823,1.36289,1.36372,27865
2014.02.12,00:00,1.36370,1.36519,1.35617,1.35949,30019
2014.02.13,00:00,1.35945,1.36914,1.35844,1.36779,30681
2014.02.14,00:00,1.36780,1.37141,1.36730,1.36979,24958
2014.02.17,00:00,1.37003,1.37235,1.36915,1.37055,18792
2014.02.18,00:00,1.37057,1.37696,1.36939,1.37595,26735
2014.02.19,00:00,1.37596,1.37724,1.37239,1.37319,22899
2014.02.20,00:00,1.37320,1.37619,1.36847,1.37206,29000
2014.02.21,00:00,1.37208,1.37577,1.37015,1.37366,21702
2014.02.24,00:00,1.37377,1.37711,1.37078,1.37333,23226
2014.02.25,00:00,1.37332,1.37664,1.37148,1.37447,25392
2014.02.26,00:00,1.37446,1.37565,1.36610,1.36823,27821
2014.02.27,00:00,1.36822,1.37260,1.36424,1.37077,27835
2014.02.28,00:00,1.37076,1.38239,1.36936,1.38025,34580
2014.03.03,00:00,1.37841,1.37921,1.37256,1.37356,29079
2014.03.04,00:00,1.37358,1.37809,1.37204,1.37392,27334
2014.03.05,00:00,1.37390,1.37482,1.37069,1.37355,25889
2014.03.06,00:00,1.37354,1.38724,1.37207,1.38597,34787
2014.03.07,00:00,1.38598,1.39144,1.38515,1.38714,29052
2014.03.10,00:00,1.38757,1.38971,1.38610,1.38761,20998
2014.03.11,00:00,1.38762,1.38782,1.38332,1.38538,23012
2014.03.12,00:00,1.38539,1.39136,1.38428,1.39015,24852
2014.03.13,00:00,1.39013,1.39660,1.38451,1.38671,37798
2014.03.14,00:00,1.38672,1.39368,1.38470,1.39140,32687
2014.03.17,00:00,1.39063,1.39470,1.38785,1.39248,22418
2014.03.18,00:00,1.39249,1.39423,1.38794,1.39314,26610
2014.03.19,00:00,1.39317,1.39329,1.38091,1.38220,30029
2014.03.20,00:00,1.38221,1.38443,1.37487,1.37777,30064
2014.03.21,00:00,1.37779,1.38101,1.37651,1.37932,22193
2014.03.24,00:00,1.37914,1.38751,1.37596,1.38377,25259
2014.03.25,00:00,1.38376,1.38465,1.37486,1.38243,35045
2014.03.26,00:00,1.38243,1.38258,1.37758,1.37822,31573
2014.03.27,00:00,1.37827,1.37961,1.37279,1.37432,34604
2014.03.28,00:00,1.37430,1.37724,1.37043,1.37497,28980
2014.03.31,00:00,1.37528,1.38077,1.37200,1.37728,32734
2014.04.01,00:00,1.37727,1.38148,1.37686,1.37926,26161
2014.04.02,00:00,1.37926,1.38196,1.37526,1.37643,24589
2014.04.03,00:00,1.37644,1.38050,1.36977,1.37170,34076
2014.04.04,00:00,1.37169,1.37305,1.36721,1.37025,32384
2014.04.07,00:00,1.37001,1.37479,1.36958,1.37408,19674
2014.04.08,00:00,1.37409,1.38109,1.37366,1.37940,30497
2014.04.09,00:00,1.37943,1.38610,1.37794,1.38532,50349
2014.04.10,00:00,1.38532,1.38984,1.38353,1.38864,59415
2014.04.11,00:00,1.38863,1.39050,1.38628,1.38820,44581
2014.04.14,00:00,1.38573,1.38623,1.38076,1.38175,48118
2014.04.15,00:00,1.38177,1.38325,1.37899,1.38125,51969
2014.04.16,00:00,1.38124,1.38504,1.38029,1.38151,52680
2014.04.17,00:00,1.38152,1.38641,1.38105,1.38126,46102
2014.04.18,00:00,1.38125,1.38216,1.38077,1.38112,12340
2014.04.21,00:00,1.38136,1.38299,1.37864,1.37916,20775
2014.04.22,00:00,1.37923,1.38241,1.37843,1.38041,41015
2014.04.23,00:00,1.38047,1.38539,1.37996,1.38165,43278
2014.04.24,00:00,1.38161,1.38416,1.37908,1.38308,43990
2014.04.25,00:00,1.38306,1.38476,1.38263,1.38340,32756
2014.04.28,00:00,1.38451,1.38789,1.38140,1.38503,43965
2014.04.29,00:00,1.38500,1.38786,1.38049,1.38111,45796
2014.04.30,00:00,1.38117,1.38759,1.37724,1.38651,55297
2014.05.01,00:00,1.38647,1.38885,1.38620,1.38685,15034
2014.05.02,00:00,1.38682,1.38807,1.38116,1.38708,44614
2014.05.05,00:00,1.38840,1.38854,1.38638,1.38747,28337
2014.05.06,00:00,1.38746,1.39506,1.38715,1.39263,45942
2014.05.07,00:00,1.39262,1.39380,1.39093,1.39094,45765
2014.05.08,00:00,1.39092,1.39927,1.38327,1.38391,61487
2014.05.09,00:00,1.38390,1.38437,1.37447,1.37546,50634
2014.05.12,00:00,1.37522,1.37742,1.37488,1.37561,31356
2014.05.13,00:00,1.37564,1.37708,1.36885,1.37026,53895
2014.05.14,00:00,1.37030,1.37302,1.36972,1.37135,43230
2014.05.15,00:00,1.37138,1.37314,1.36478,1.37087,61042
2014.05.16,00:00,1.37084,1.37261,1.36846,1.36974,39147
2014.05.19,00:00,1.36920,1.37336,1.36920,1.37081,41639
2014.05.20,00:00,1.37080,1.37130,1.36774,1.37008,39853
2014.05.21,00:00,1.37006,1.37225,1.36338,1.36859,46601
2014.05.22,00:00,1.36860,1.36871,1.36445,1.36542,42298
2014.05.23,00:00,1.36543,1.36580,1.36150,1.36289,37514
2014.05.26,00:00,1.36219,1.36538,1.36143,1.36449,24537
2014.05.27,00:00,1.36451,1.36680,1.36120,1.36330,39981
2014.05.28,00:00,1.36337,1.36372,1.35879,1.35898,71708
2014.05.29,00:00,1.35901,1.36249,1.35854,1.35999,82777
2014.05.30,00:00,1.35999,1.36496,1.35979,1.36304,81464
2014.06.02,00:00,1.36355,1.36359,1.35875,1.35953,89088
2014.06.03,00:00,1.35956,1.36465,1.35853,1.36261,91321
2014.06.04,00:00,1.36273,1.36384,1.35958,1.35965,101101
2014.06.05,00:00,1.35980,1.36692,1.35024,1.36593,197942
2014.06.06,00:00,1.36596,1.36765,1.36204,1.36435,123339
2014.06.09,00:00,1.36422,1.36682,1.35818,1.35926,83210
2014.06.10,00:00,1.35911,1.36013,1.35329,1.35454,104239
2014.06.11,00:00,1.35463,1.35565,1.35209,1.35290,100325
2014.06.12,00:00,1.35295,1.35715,1.35116,1.35504,116934
2014.06.13,00:00,1.35500,1.35785,1.35203,1.35381,99813
2014.06.16,00:00,1.35384,1.35789,1.35124,1.35724,89526
2014.06.17,00:00,1.35725,1.35866,1.35357,1.35458,84045
2014.06.18,00:00,1.35290,1.35990,1.35290,1.35944,105544
2014.06.19,00:00,1.35939,1.36428,1.35835,1.36066,98829
2014.06.20,00:00,1.36069,1.36333,1.35637,1.35965,72257
2014.06.23,00:00,1.35905,1.36130,1.35735,1.36035,75318
2014.06.24,00:00,1.35858,1.36270,1.35829,1.36054,78621
2014.06.25,00:00,1.36056,1.36507,1.35999,1.36282,79450
2014.06.26,00:00,1.36279,1.36407,1.35753,1.36104,102047
2014.06.27,00:00,1.36107,1.36486,1.36087,1.36468,79096
2014.06.30,00:00,1.36432,1.36972,1.36397,1.36910,82077
2014.07.01,00:00,1.36910,1.37000,1.36749,1.36778,79257
2014.07.02,00:00,1.36781,1.36820,1.36411,1.36584,75483
2014.07.03,00:00,1.36579,1.36638,1.35957,1.36095,101447
2014.07.04,00:00,1.36095,1.36106,1.35848,1.35926,45420
2014.07.07,00:00,1.35945,1.36086,1.35753,1.36038,66243
2014.07.08,00:00,1.36038,1.36168,1.35875,1.36112,66207
2014.07.09,00:00,1.36116,1.36480,1.36017,1.36406,86999
2014.07.10,00:00,1.36405,1.36502,1.35886,1.36075,88803
2014.07.11,00:00,1.36085,1.36241,1.35911,1.36077,75292
2014.07.14,00:00,1.35986,1.36396,1.35968,1.36179,73008
2014.07.15,00:00,1.36182,1.36275,1.35614,1.35667,108275
2014.07.16,00:00,1.35670,1.35719,1.35203,1.35239,82763
2014.07.17,00:00,1.35244,1.35399,1.35159,1.35251,84686
2014.07.18,00:00,1.35253,1.35356,1.34904,1.35239,86453
2014.07.21,00:00,1.35277,1.35486,1.35124,1.35224,66052
2014.07.22,00:00,1.35227,1.35290,1.34582,1.34660,80640
2014.07.23,00:00,1.34647,1.34737,1.34543,1.34626,49862
2014.07.24,00:00,1.34623,1.34844,1.34375,1.34626,84419
2014.07.25,00:00,1.34626,1.34750,1.34207,1.34308,81725
2014.07.28,00:00,1.34275,1.34433,1.34234,1.34382,52659
2014.07.29,00:00,1.34388,1.34440,1.34037,1.34070,70319
2014.07.30,00:00,1.34078,1.34147,1.33663,1.33954,114129
2014.07.31,00:00,1.33962,1.33999,1.33709,1.33894,89749
2014.08.01,00:00,1.33898,1.34442,1.33778,1.34215,105369
2014.08.04,00:00,1.34300,1.34326,1.34088,1.34206,60520
2014.08.05,00:00,1.34163,1.34241,1.33577,1.33754,83685
2014.08.06,00:00,1.33752,1.33865,1.33324,1.33820,103978
2014.08.07,00:00,1.33813,1.33933,1.33365,1.33625,103236
2014.08.08,00:00,1.33623,1.34321,1.33429,1.34117,109195
2014.08.11,00:00,1.34080,1.34109,1.33799,1.33837,55349
2014.08.12,00:00,1.33833,1.33855,1.33353,1.33743,71705
2014.08.13,00:00,1.33683,1.34147,1.33417,1.33624,89409
2014.08.14,00:00,1.33635,1.34072,1.33480,1.33640,88135
2014.08.15,00:00,1.33637,1.34112,1.33581,1.33972,93883
2014.08.18,00:00,1.33918,1.33986,1.33524,1.33630,61263
2014.08.19,00:00,1.33629,1.33636,1.33126,1.33184,80429
2014.08.20,00:00,1.33191,1.33238,1.32546,1.32584,99405
2014.08.21,00:00,1.32582,1.32879,1.32413,1.32788,81010
2014.08.22,00:00,1.32799,1.32961,1.32201,1.32420,97177
2014.08.25,00:00,1.31936,1.32128,1.31829,1.31911,73207
2014.08.26,00:00,1.31911,1.32141,1.31640,1.31665,91923
2014.08.27,00:00,1.31669,1.32094,1.31521,1.31925,101425
2014.08.28,00:00,1.31923,1.32202,1.31590,1.31799,107138
2014.08.29,00:00,1.31871,1.31955,1.31331,1.31387,93494
2014.09.01,00:00,1.31307,1.31448,1.31185,1.31274,48595
2014.09.02,00:00,1.31275,1.31362,1.31096,1.31302,87966
2014.09.03,00:00,1.31325,1.31594,1.31215,1.31494,104368
2014.09.04,00:00,1.31417,1.31535,1.29195,1.29424,160361
2014.09.05,00:00,1.29461,1.29880,1.29214,1.29502,120028
2014.09.08,00:00,1.29540,1.29584,1.28812,1.28934,159133
2014.09.09,00:00,1.28938,1.29569,1.28587,1.29359,135133
2014.09.10,00:00,1.29367,1.29623,1.28831,1.29154,149994
2014.09.11,00:00,1.29162,1.29512,1.28965,1.29200,134030
2014.09.12,00:00,1.29239,1.29788,1.29082,1.29475,127604
2014.09.15,00:00,1.29655,1.29696,1.29081,1.29374,96218
2014.09.16,00:00,1.29389,1.29946,1.29216,1.29561,126733
2014.09.17,00:00,1.29589,1.29809,1.28514,1.28634,149990
2014.09.18,00:00,1.28646,1.29300,1.28338,1.29204,143972
2014.09.19,00:00,1.29223,1.29282,1.28302,1.28359,156539
2014.09.22,00:00,1.28309,1.28671,1.28157,1.28482,107474
2014.09.23,00:00,1.28481,1.29006,1.28408,1.28408,119226
2014.09.24,00:00,1.28473,1.28632,1.27736,1.27788,126273
2014.09.25,00:00,1.27802,1.27828,1.26960,1.27489,157685
2014.09.26,00:00,1.27491,1.27602,1.26763,1.26826,128539
2014.09.29,00:00,1.26816,1.27143,1.26631,1.26839,126307
2014.09.30,00:00,1.26846,1.27018,1.25705,1.26294,172250
2014.10.01,00:00,1.26300,1.26390,1.25829,1.26204,182732
2014.10.02,00:00,1.26206,1.26983,1.26132,1.26676,219478
2014.10.03,00:00,1.26677,1.26740,1.25000,1.25107,167002
2014.10.06,00:00,1.25119,1.26742,1.25082,1.26546,164201
2014.10.07,00:00,1.26538,1.26814,1.25830,1.26674,239106
2014.10.08,00:00,1.26684,1.27483,1.26220,1.27331,232929
2014.10.09,00:00,1.27333,1.27908,1.26631,1.26895,251376
2014.10.10,00:00,1.26898,1.27153,1.26048,1.26127,178137
2014.10.13,00:00,1.26294,1.27608,1.26200,1.27521,179246
2014.10.14,00:00,1.27479,1.27679,1.26393,1.26566,213424
2014.10.15,00:00,1.26554,1.28862,1.26240,1.28369,296253
2014.10.16,00:00,1.28356,1.28443,1.27051,1.28083,310515
2014.10.17,00:00,1.28082,1.28362,1.27434,1.27598,176718
2014.10.20,00:00,1.27505,1.28163,1.27306,1.27988,159189
2014.10.21,00:00,1.27999,1.28398,1.27138,1.27144,203353
2014.10.22,00:00,1.27150,1.27390,1.26366,1.26474,186795
2014.10.23,00:00,1.26489,1.26762,1.26131,1.26454,179869
2014.10.24,00:00,1.26454,1.26954,1.26343,1.26671,155578
2014.10.27,00:00,1.26738,1.27230,1.26651,1.26966,150737
2014.10.28,00:00,1.26966,1.27643,1.26840,1.27323,162482
2014.10.29,00:00,1.27323,1.27700,1.26259,1.26358,167800
2014.10.30,00:00,1.26363,1.26389,1.25468,1.26125,217213
2014.10.31,00:00,1.26124,1.26155,1.24849,1.25204,267524
2014.11.03,00:00,1.25057,1.25135,1.24386,1.24781,227520
2014.11.04,00:00,1.24817,1.25767,1.24804,1.25429,201002
2014.11.05,00:00,1.25446,1.25664,1.24567,1.24835,230327
2014.11.06,00:00,1.24847,1.25330,1.23640,1.23720,258281
2014.11.07,00:00,1.23714,1.24674,1.23575,1.24527,233332
2014.11.10,00:00,1.24706,1.25087,1.24181,1.24192,165308
2014.11.11,00:00,1.24192,1.24990,1.23937,1.24724,162023
2014.11.12,00:00,1.24742,1.24972,1.24187,1.24364,198784
2014.11.13,00:00,1.24371,1.24912,1.24258,1.24735,171032
2014.11.14,00:00,1.24746,1.25458,1.23977,1.25259,217846
2014.11.17,00:00,1.25307,1.25768,1.24444,1.24458,188710
2014.11.18,00:00,1.24484,1.25446,1.24428,1.25292,176538
2014.11.19,00:00,1.25365,1.25997,1.25116,1.25519,194127
2014.11.20,00:00,1.25529,1.25747,1.25035,1.25374,230137
2014.11.21,00:00,1.25389,1.25676,1.23743,1.23910,243780
2014.11.24,00:00,1.23644,1.24440,1.23619,1.24390,175963
2014.11.25,00:00,1.24416,1.24866,1.24013,1.24721,182070
2014.11.26,00:00,1.24737,1.25312,1.24430,1.25029,189566
2014.11.27,00:00,1.25055,1.25230,1.24639,1.24640,102202
2014.11.28,00:00,1.24657,1.24897,1.24254,1.24392,166084
2014.12.01,00:00,1.24605,1.25061,1.24184,1.24674,202100
2014.12.02,00:00,1.24691,1.24754,1.23761,1.23795,165073
2014.12.03,00:00,1.23824,1.23896,1.23006,1.23079,200417
2014.12.04,00:00,1.23095,1.24557,1.22789,1.23761,259017
2014.12.05,00:00,1.23764,1.23923,1.22702,1.22888,210667
2014.12.08,00:00,1.22868,1.23435,1.22465,1.23089,184349
2014.12.09,00:00,1.23154,1.24475,1.22913,1.23736,239231
2014.12.10,00:00,1.23718,1.24476,1.23619,1.24457,212912
2014.12.11,00:00,1.24449,1.24946,1.23695,1.24088,252167
2014.12.12,00:00,1.24090,1.24848,1.23836,1.24539,192746
2014.12.15,00:00,1.24735,1.24785,1.24141,1.24355,190756
2014.12.16,00:00,1.24362,1.25693,1.24334,1.25062,259032
2014.12.17,00:00,1.25096,1.25151,1.23196,1.23426,240557
2014.12.18,00:00,1.23427,1.23521,1.22651,1.22844,223871
2014.12.19,00:00,1.22852,1.23017,1.22194,1.22257,168469
2014.12.22,00:00,1.22221,1.22719,1.22158,1.22341,100773
2014.12.23,00:00,1.22287,1.22449,1.21640,1.21704,125014
2014.12.24,00:00,1.21699,1.22194,1.21689,1.21927,73436
2014.12.25,00:00,1.21949,1.21981,1.21916,1.21960,107
2014.12.26,00:00,1.22212,1.22257,1.21677,1.21779,36332
2014.12.29,00:00,1.21787,1.22203,1.21421,1.21495,95812
2014.12.30,00:00,1.21509,1.21867,1.21232,1.21610,65417
2014.12.31,00:00,1.21528,1.21531,1.20965,1.20980,43256
2015.01.02,00:00,1.21039,1.21070,1.20008,1.20027,144907
2015.01.05,00:00,1.19461,1.19758,1.18587,1.19315,222472
2015.01.06,00:00,1.19327,1.19681,1.18835,1.18865,209126
2015.01.07,00:00,1.18798,1.18958,1.18014,1.18389,235321
2015.01.08,00:00,1.18385,1.18468,1.17534,1.17867,194341
2015.01.09,00:00,1.17923,1.18454,1.17619,1.18425,217678
2015.01.12,00:00,1.18504,1.18704,1.17855,1.18314,186081
2015.01.13,00:00,1.18326,1.18592,1.17523,1.17706,218863
2015.01.14,00:00,1.17715,1.18458,1.17267,1.17878,252211
2015.01.15,00:00,1.17885,1.17922,1.15670,1.16220,396838
2015.01.16,00:00,1.16303,1.16480,1.14592,1.15682,360260
2015.01.19,00:00,1.15555,1.16384,1.15506,1.16042,185859
2015.01.20,00:00,1.16036,1.16144,1.15398,1.15485,194134
2015.01.21,00:00,1.15494,1.16793,1.15406,1.16088,232821
2015.01.22,00:00,1.16091,1.16507,1.13156,1.13617,322904
2015.01.23,00:00,1.13617,1.13735,1.11135,1.12072,357699
2015.01.26,00:00,1.11502,1.12948,1.10967,1.12351,268514
2015.01.27,00:00,1.12375,1.14220,1.12230,1.13779,286850
2015.01.28,00:00,1.13795,1.13825,1.12755,1.12852,261092
2015.01.29,00:00,1.12869,1.13674,1.12612,1.13182,245814
2015.01.30,00:00,1.13166,1.13633,1.12785,1.12989,238006
2015.02.02,00:00,1.13086,1.13616,1.12916,1.13405,207494
2015.02.03,00:00,1.13387,1.15331,1.13116,1.14753,275868
2015.02.04,00:00,1.14781,1.14843,1.13148,1.13368,250422
2015.02.05,00:00,1.13424,1.14983,1.13033,1.14754,263348
2015.02.06,00:00,1.14760,1.14852,1.13112,1.13192,212898
2015.02.09,00:00,1.12966,1.13588,1.12695,1.13150,199593
2015.02.10,00:00,1.13236,1.13448,1.12722,1.13228,226810
2015.02.11,00:00,1.13231,1.13466,1.12791,1.13337,193578
2015.02.12,00:00,1.13326,1.14224,1.13011,1.14078,246163
2015.02.13,00:00,1.14022,1.14424,1.13788,1.13988,195675
2015.02.16,00:00,1.13982,1.14283,1.13187,1.13528,123035
2015.02.17,00:00,1.13539,1.14485,1.13210,1.14095,207322
2015.02.18,00:00,1.14104,1.14153,1.13333,1.13952,179269
2015.02.19,00:00,1.13970,1.14496,1.13545,1.13665,166670
2015.02.20,00:00,1.13675,1.14292,1.12782,1.13759,258413
2015.02.23,00:00,1.13925,1.13951,1.12946,1.13333,152112
2015.02.24,00:00,1.13342,1.13576,1.12874,1.13399,200830
2015.02.25,00:00,1.13398,1.13881,1.13351,1.13571,185811
2015.02.26,00:00,1.13601,1.13792,1.11830,1.11962,220093
2015.02.27,00:00,1.11967,1.12447,1.11753,1.11899,229784
2015.03.02,00:00,1.11834,1.12401,1.11594,1.11819,175108
2015.03.03,00:00,1.11829,1.12171,1.11540,1.11764,190771
2015.03.04,00:00,1.11750,1.11850,1.10609,1.10737,223161
2015.03.05,00:00,1.10773,1.11140,1.09870,1.10270,272911
2015.03.06,00:00,1.10266,1.10322,1.08410,1.08492,261061
2015.03.08,00:00,1.08275,1.08341,1.08262,1.08335,3525
2015.03.09,00:00,1.08333,1.09060,1.08219,1.08523,182993
2015.03.10,00:00,1.08523,1.08555,1.06667,1.06799,327779
2015.03.11,00:00,1.06808,1.07165,1.05105,1.05451,363297
2015.03.12,00:00,1.05456,1.06833,1.04932,1.06234,357321
2015.03.13,00:00,1.06234,1.06342,1.04618,1.04956,311677
2015.03.15,00:00,1.04699,1.04926,1.04695,1.04856,1244
2015.03.16,00:00,1.04856,1.06189,1.04789,1.05665,224999
2015.03.17,00:00,1.05663,1.06503,1.05507,1.05967,227413
2015.03.18,00:00,1.05966,1.10402,1.05794,1.08281,323381
2015.03.19,00:00,1.08314,1.09187,1.06124,1.06561,420930
2015.03.20,00:00,1.06570,1.08819,1.06549,1.08173,308252
2015.03.22,00:00,1.08387,1.08822,1.08345,1.08662,4961
2015.03.23,00:00,1.08662,1.09706,1.07668,1.09449,349883
2015.03.24,00:00,1.09450,1.10287,1.08898,1.09178,324942
2015.03.25,00:00,1.09182,1.10143,1.09001,1.09716,272758
2015.03.26,00:00,1.09716,1.10518,1.08558,1.08743,341187
2015.03.27,00:00,1.08744,1.09483,1.08006,1.08868,316332
2015.03.30,00:00,1.08856,1.08945,1.08092,1.08313,258685
2015.03.31,00:00,1.08317,1.08404,1.07123,1.07290,282608
2015.04.01,00:00,1.07314,1.07993,1.07180,1.07586,285074
2015.04.02,00:00,1.07621,1.09049,1.07498,1.08735,267469
2015.04.03,00:00,1.08794,1.10265,1.08632,1.09679,152478
2015.04.06,00:00,1.09984,1.10351,1.09093,1.09191,136011
2015.04.07,00:00,1.09216,1.09542,1.08026,1.08125,254871
2015.04.08,00:00,1.08139,1.08807,1.07627,1.07802,271878
2015.04.09,00:00,1.07795,1.07882,1.06370,1.06576,272368
2015.04.10,00:00,1.06568,1.06833,1.05672,1.06085,273331
2015.04.13,00:00,1.05897,1.06186,1.05199,1.05667,287407
2015.04.14,00:00,1.05666,1.07066,1.05309,1.06530,292894
2015.04.15,00:00,1.06531,1.07017,1.05703,1.06825,358383
2015.04.16,00:00,1.06815,1.08174,1.06239,1.07590,415452
2015.04.17,00:00,1.07596,1.08483,1.07330,1.08171,356300
2015.04.20,00:00,1.08177,1.08197,1.07117,1.07333,296703
2015.04.21,00:00,1.07367,1.07806,1.06591,1.07309,310765
2015.04.22,00:00,1.07361,1.08001,1.07077,1.07237,333190
2015.04.23,00:00,1.07243,1.08453,1.06653,1.08249,249197
2015.04.24,00:00,1.08225,1.08995,1.07840,1.08673,110314
2015.04.27,00:00,1.08652,1.09259,1.08188,1.08949,97346
2015.04.28,00:00,1.08906,1.09905,1.08594,1.09828,109068
2015.04.29,00:00,1.09800,1.11873,1.09590,1.11233,131828
2015.04.30,00:00,1.11266,1.12658,1.10707,1.12192,141481
2015.05.01,00:00,1.12220,1.12897,1.11740,1.12081,95564
2015.05.04,00:00,1.11936,1.12240,1.11222,1.11485,92908
2015.05.05,00:00,1.11456,1.12225,1.10658,1.11805,108916
2015.05.06,00:00,1.11848,1.13695,1.11744,1.13448,128071
2015.05.07,00:00,1.13458,1.13912,1.12365,1.12618,128467
2015.05.08,00:00,1.12648,1.12889,1.11786,1.12076,124454
2015.05.11,00:00,1.11992,1.12054,1.11305,1.11535,105615
2015.05.12,00:00,1.11545,1.12784,1.11338,1.12114,107327
2015.05.13,00:00,1.12123,1.13822,1.12018,1.13500,112297
2015.05.14,00:00,1.13530,1.14441,1.13401,1.14092,114042
2015.05.15,00:00,1.14086,1.14665,1.13232,1.14471,108978
2015.05.18,00:00,1.14480,1.14487,1.12980,1.13094,101400
2015.05.19,00:00,1.13143,1.13259,1.11179,1.11470,118413
2015.05.20,00:00,1.11511,1.11515,1.10623,1.10947,127220
2015.05.21,00:00,1.10925,1.11807,1.10794,1.11115,116135
2015.05.22,00:00,1.11091,1.12078,1.10016,1.10078,109531
2015.05.25,00:00,1.10110,1.10110,1.09584,1.09748,55922
2015.05.26,00:00,1.09764,1.09809,1.08626,1.08665,120488
2015.05.27,00:00,1.08715,1.09287,1.08186,1.09022,116815
2015.05.28,00:00,1.09032,1.09585,1.08665,1.09472,126851
2015.05.29,00:00,1.09479,1.10058,1.09252,1.09820,111208
2015.06.01,00:00,1.09802,1.09880,1.08868,1.09207,109596
2015.06.02,00:00,1.09267,1.11936,1.09155,1.11495,133515
2015.06.03,00:00,1.11497,1.12846,1.10789,1.12734,128218
2015.06.04,00:00,1.12726,1.13792,1.12223,1.12341,131075
2015.06.05,00:00,1.12369,1.12792,1.10486,1.11106,130912
2015.06.08,00:00,1.10972,1.13065,1.10835,1.12896,113299
2015.06.09,00:00,1.12905,1.13450,1.12134,1.12778,128658
2015.06.10,00:00,1.12798,1.13860,1.12595,1.13243,141581
2015.06.11,00:00,1.13227,1.13309,1.11818,1.12558,121358
2015.06.12,00:00,1.12572,1.12958,1.11505,1.12534,118845
2015.06.15,00:00,1.12109,1.12938,1.11888,1.12818,107171
2015.06.16,00:00,1.12828,1.13293,1.12044,1.12457,95220
2015.06.17,00:00,1.12461,1.13573,1.12058,1.13362,111585
2015.06.18,00:00,1.13356,1.14358,1.13297,1.13568,117334
2015.06.19,00:00,1.13593,1.13981,1.12914,1.13455,88132
2015.06.22,00:00,1.13755,1.14099,1.13112,1.13392,101762
2015.06.23,00:00,1.13397,1.13467,1.11345,1.11658,114052
2015.06.24,00:00,1.11666,1.12347,1.11538,1.12035,109788
2015.06.25,00:00,1.12060,1.12271,1.11532,1.12045,94089
2015.06.26,00:00,1.12018,1.12198,1.11294,1.11693,87329
2015.06.29,00:00,1.10056,1.12776,1.09537,1.12339,147341
2015.06.30,00:00,1.12360,1.12441,1.11120,1.11460,123086
2015.07.01,00:00,1.11458,1.11706,1.10422,1.10514,103543
2015.07.02,00:00,1.10527,1.11209,1.10316,1.10825,94379
2015.07.03,00:00,1.10831,1.11172,1.10657,1.11061,70184
2015.07.05,00:00,1.11107,1.11107,1.11107,1.11107,1
2015.07.06,00:00,1.09940,1.10950,1.09689,1.10541,113666
2015.07.07,00:00,1.10553,1.10580,1.09159,1.10087,128278
2015.07.08,00:00,1.10100,1.10923,1.09738,1.10753,133850
